psc_type,portfolio_group,portfolio,psc_code,psc_code_start_date,psc_code_end_date,psc_code_short_name,psc_code_long_name,psc_code_includes,psc_code_excludes,psc_code_notes
Product,Sustainment S&E,"Engines, Components & Spt Eq",2915,10/1/11,,"ENGINE FUEL SYSTEM COMPONENTS, AIRCRAFT AND MISSILE PRIME MOVERS","Engine Fuel System Components, Aircraft and Missile Prime Movers","Carburetors; Fuel Pumps; Engine Fuel Filters; Fuel Controls, Jet Engine; Fuel Primers; Water Injection Controls and Valves; Fuel Valves; Fuel Flow Regulators; Components of Smoke Abatement Systems.",Aircraft Fuel Tanks (FSC 1560); In-flight Refueling System Fuel Components (FSC 1680).  Fuel System Components not specifically designed for use with Aircraft Engines or Missile Prime movers.,"Fuel components specially designed for propulsion fuel systems, aircraft and missiles are to be placed in this FSC."
Product,Sustainment S&E,"Engines, Components & Spt Eq",2920,10/1/11,,"ENGINE ELECTRICAL SYSTEM COMPONENTS, NONAIRCRAFT","Engine Electrical System Components, Nonaircraft","Generators, Magnetos, Spark Plugs; Ignition Coils; Ignition Distributors; Engine Voltage Regulators; Ignition Harness Assemblies; Starting Motors for Engines.",Vehicular Lighting Fixtures (FSC 6220) and Aircraft Generators (FSC 2925).,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2925,10/1/11,,"ENGINE ELECTRICAL SYSTEM COMPONENTS, AIRCRAFT PRIME MOVING","Engine Electrical System Components, Aircraft Prime Moving",Magnetos; Igniters (Spark Plugs); Ignition Coils; Ignition Distributors; Engine Voltage Regulators; Ignition Harness Assemblies; Starting Motors for Engines; Engine Accessory Generators.,Aircraft Lighting Fixtures (FSC 6220); and Auxiliary Aircraft Generators (FSC 6115).,Items designed for specific use on aircraft and guided missile prime movers are to be placed in this FSC.
Product,Sustainment S&E,"Engines, Components & Spt Eq",2930,10/1/11,,"ENGINE COOLING SYSTEM COMPONENTS, NONAIRCRAFT","Engine Cooling System Components, Nonaircraft",Cooling Pans; Radiators; Water Pumps; Water Hose Assemblies; Engine Coolant Filters; Components for all Engines except Aircraft and Guided Missile Prime Moving.,,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2935,10/1/11,,"ENGINE SYSTEM COOLING COMPONENTS, AIRCRAFT PRIME MOVING","Engine System Cooling Components, Aircraft Prime Moving",Radiators; Cooling System Pumps; Water Hose Assemblies; Lubricating Oil Coolers and Control Valves; Oil Temperature Regulators.,Cooling System Components not specifically designed for use with Aircraft Engines.,This class includes only cooling system components for aircraft and/or guided missile prime movers only.
Product,Sustainment S&E,"Engines, Components & Spt Eq",2940,10/1/11,,"ENGINE AIR AND OIL FILTERS, STRAINERS, AND CLEANERS, NONAIRCRAFT","Engine Air and Oil Filters, Strainers, and Cleaners, Nonaircraft",Components for all Engines except Aircraft and Guided Missile Prime Moving.,"Air and Oil Filters (FSC 4310, 4330), Strainers (FSC 4730), and Cleaners (FSC 4310) not specifically designed for use with engines.",
Product,Sustainment S&E,"Engines, Components & Spt Eq",2945,10/1/11,,"ENGINE AIR AND OIL FILTERS, CLEANERS, AIRCRAFT PRIME MOVING","Engine Air and Oil Filters, Cleaners, Aircraft Prime Moving",Air Filters; Oil Filters; Strainers; Cleaners.,Fuel Filters (FSC 2915); Items designed for other than Engines.,Items placed in this FSC should be specifically designed for use on aircraft or guided missile prime movers only.
Product,Sustainment S&E,"Engines, Components & Spt Eq",2950,10/1/11,,TURBOSUPERCHARGER AND COMPONENTS,Turbosuperchargers and components,Turbosupercharged Regulators; Ground and Aircraft Engine Turbosuperchargers.,Engine Integrated Superchargers (FSG 28).,All turbosuperchargers and their components not elsewhere classifiable will be classified in this FSC.
Product,Sustainment S&E,"Engines, Components & Spt Eq",2990,10/1/11,,"MISCELLANEOUS ENGINE ACCESSORIES, NONAIRCRAFT","Miscellaneous Engine Accessories, Nonaircraft",Engine Dynafocal Suspension Mounts; Engine Driven Superchargers (not integrated with engine); Starter Cranks; Engine Starter Ropes; Exhaust Mufflers; Hand Inertia Starters; Air Duct Heaters; Engine Governors; Intake Mufflers; Combustion Type Starters; Miscellaneous Accessories for all Engines except Aircraft and Guided Missile Prime Moving.,Electrical Starters Non-Aircraft (FSC 2920); Aircraft (FSC 2925).,
Product,Sustainment S&E,"Engines, Components & Spt Eq",2995,10/1/11,,"MISCELLANEOUS ENGINE ACCESSORIES, AIRCRAFT","Miscellaneous Engine Accessories, Aircraft","Engine Dynafocal Suspension Mounts; Engine Cowling Mounts; Engine Mounted Control Assemblies; Pneumatic Starters; Push-Pull Control Assemblies; Specially designed Jet Engine Air, Oil, Anti-icing and Hydraulic Regulators; Valves and Pumps; Starting Units.",Exhaust System; (FSC 1560); Jet Engine Hydraulic Reservoirs (FSC 2840); Jet Engine Oil Tanks (FSC 2840); Electrical Starters (FSC 2925);  Cockpit Mounted Control Quadrants (FSC 1680); Aircraft Engine Covers (FSC 1730).,Items classified in this class must be specifically designed for use with aircraft or guided missile prime-movers only.
Product,Sustainment S&E,"Engines, Components & Spt Eq",3010,10/1/11,,TORQUE CONVERTERS AND SPEED CHANGERS,Torque Converters and Speed Changers,Fluid Couplings; Nonvehicular Clutches and Couplings; Horizontal Right Angle Drive Gear Units.,Automotive Torque Converters (FSC 2520); Vehicular Power Transmission Components (FSC 2520); Rotary Aircraft Transmission Gear Units (FSC 1615).,
Product,Sustainment S&E,"Engines, Components & Spt Eq",3020,10/1/11,,"GEARS, PULLEYS, SPROCKETS, AND TRANSMISSION CHAIN","Gears, Pulleys, Sprockets, and Transmission Chain",Power Transmission Chain; Matched Gear Sets.,Reduction Gears (FSC 3010).,
Product,Sustainment S&E,"Engines, Components & Spt Eq",3030,10/1/11,,"BELTING, DRIVE BELTS, FAN BELTS, AND ACCESSORIES","Belting, Drive Belts, Fan Belts, and Accessories",Belt Lacings; Belt Pins.,,
Product,Sustainment S&E,"Engines, Components & Spt Eq",3040,10/1/11,,MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,Miscellaneous Power Transmission Equipment,Shafts and Shafting; Collars; Gearshafts; Ball Joints; Actuating Cylinders.,,
Product,Sustainment S&E,"Engines, Components & Spt Eq",4220,10/1/11,,MARINE LIFESAVING AND DIVING EQUIPMENT,Marine Lifesaving and Diving Equipment,"Diving and Salvage Apparatus, including Pressurized  Divers Suits; Rescue Nets, Buoyant; Inflatable Life Vests;  Life Rafts.",Lifesaving Boats (FSC 1940).,
Product,Sustainment S&E,"Engines, Components & Spt Eq",4460,10/15/78,,AIR PURIFICATION EQUIPMENT,Air Purification Equipment,Electronic Precipitators; Dust Collection  Equipment.,Fan and Blower Equipment (FSC 4140); Air Conditioning Equipment (FSC 4120).,
Product,Sustainment S&E,"Engines, Components & Spt Eq",4610,10/15/78,,WATER PURIFICATION EQUIPMENT,Water Purification Equipment,Demineralizers; Filtration Equipment; Ice and Snow Melters.,Water Purification Compounds (FSC 6810 and 7930); Water Softening Compounds (FSC 6810 and 7930).,
Product,Sustainment S&E,"Engines, Components & Spt Eq",4620,10/1/11,,"WATER DISTILLATION EQUIPMENT, MARINE AND INDUSTRIAL","Water Distillation Equipment, Marine and Industrial.",,Laboratory Distillation Appa-ratus (FSC 6640).,
Product,Sustainment S&E,Fuels & Lubricants,9110,10/15/78,,"FUELS, SOLID","Fuels, Solid",Ration Heating Tablets; Cordwood; Charcoal; Briquettes; Coke.,Peat.,
Product,Sustainment S&E,Fuels & Lubricants,9130,10/1/11,,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE","Liquid Propellants and Fuels, Petroleum Base","All Aviation Gasoline; JP-1, 3, 4, and 5 Jet Fuel; Combat Vehicle and Automotive Gasoline (all types and grades); Liquid Propellants,  Bulk; Liquid Propellants, predetermined to specify quantity and quality,  packaged in reusable containers.","Solid Propellants; Liquid Propellants, encased in consumable containers, for insertion into missile propulsion systems as integral parts.",This class includes liquid propellants with more than 50% or higher petroleum content.
Product,Sustainment S&E,Fuels & Lubricants,9135,10/1/11,,"LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE","Liquid Propellant Fuels and Oxidizers, Chemical Base","Liquid chemicals designed exclusively for use as propellant fuels and oxidizers; Liquid Propellants, Bulk; Liquid Propellants,  predetermined to specific quantity and quality, packaged in reusable containers","Multiple-use chemicals, such as Nitrogen, Technical; Ammonia,  Technical; Furfuryl Alcohol, Technical; Aniline, Technical, Solid Propellants;  Liquid Propellants, encased in consumable containers for insertion into missile propulsion systems as integral parts.",This class includes liquid propellants with more than 50% or  higher chemical content.
Product,Sustainment S&E,Fuels & Lubricants,9140,10/15/78,,FUEL OILS,Fuel Oils,"Light Burner Fuels; Diesel Fuels, Kerosene; Military  Specification Type Residuals; Special and Heavy Grade Turbine  Vessel Propulsion Fuels; Federal Specification Heavy Burner Fuels;  Bunker ""C"" Commercial Grade Fuel; Heavy Fuel and other Black  (Boiler Type) Fuels; Illuminating Oils.",,
Product,Sustainment S&E,Fuels & Lubricants,9150,10/1/11,,"OILS AND GREASES: CUTTING, LUBRICATING, AND HYDRAULIC","Oils and Greases: Cutting, Lubricating, and Hydraulic","Petrolatum, except USP.",Rust Preventive Compounds; Antiseizing Compounds; Petrolatum USP.,
Product,Sustainment S&E,Fuels & Lubricants,9160,10/15/78,,"MISCELLANEOUS WAXES, OILS, AND FATS","Miscellaneous Waxes, Oils, and Fats","Animal, Vegetable, and Petroleum Waxes; Wool Grease (Lanolin); Tallow; Marine Oils; Coconut Oil; Soap Stock; Essential Oils, except USP or NF grades.",Edible Fats and Oils; Household and Automobile Waxes.,
Product,Sustainment S&E,Materials,6810,10/15/78,,CHEMICALS,Chemicals,"Naphtha Solvents; Water Softening Compounds; Tanning  Materials, Natural or Synthetic; Dextrines and Starches; Inedible Gelatins; Acetone; Propellant Chemicals, Bulk not specialized solely for Guided Missile Use.",Medicinal Chemicals; Gases; Foundry Dextrines; Radiographic and photographic Chemicals; In Vitro Diagnostic Substances and Reagents.,
Product,Sustainment S&E,Materials,6820,11/15/78,,DYES,Dyes,Household Tints,,
Product,Sustainment S&E,Materials,6830,10/15/78,,GASES: COMPRESSED AND LIQUEFIED,Gases: Compressed and Liquefied,Fuel Gases.,"Military Chemical Gases; Medical Gases; Empty Gas Cylinders and their caps, valves, and valve spare parts.",
Product,Sustainment S&E,Materials,6850,10/15/78,,MISCELLANEOUS CHEMICAL SPECIALTIES,Miscellaneous Chemical Specialties,Antifogging Compounds; Wetting Agents; Etching and Fountain  Solutions for Lithographing; Blanket Repair Solutions for Lithographing; Antifreeze.,,
Product,Sustainment S&E,Materials,8105,10/15/78,,BAGS AND SACKS,Bags and Sacks,Shipping and Protective Envelopes; Liners for Bags and Sacks; Textile and Paper Laminated Shipping Bags; Closures for Bags and Sacks.,,
Product,Sustainment S&E,Materials,8110,10/15/78,,DRUMS AND CANS,Drums and Cans,"Barrels; Kegs, Shipping and Storage Pails; Collapsible Tubes;  Mailing and Filing Tubes; Closures for Drums and Cans.",,
Product,Sustainment S&E,Materials,8115,10/15/78,,"BOXES, CARTONS, AND CRATES","Boxes, Cartons, and Crates",Shoe Boxes; Beer Cases; Pill Boxes; Piano Cases; Engine Boxes; Bombsight Boxes.,"Special boxes, packages, and containers designed primarily for  shipping, storage and handling of ammunition, nuclear ordnance, explosives,  guided missiles, military chemical agents; and repairable /reusable containers  specially designed for specialized equipment such as the ""Shipping and Storage  Containers"" for components of aircraft, space vehicles, automotive vehicles, ships,  ground communication equipment.",
Product,Sustainment S&E,Materials,8120,10/1/11,,COMMERCIAL AND INDUSTRIAL GAS CYLINDERS,Commercial and Industrial Gas Cylinders,,"filled gas cylinders and items related to gaseous and liquefied  gaseous dispensing systems, both mobile and installed.  All components of  installed gas dispensing systems are classified by ""application"" or ""function"" with  the end equipment for which designed.","This class includes empty commercial and industrial gas cylinders  and their caps, valves, and valve spare parts."
Product,Sustainment S&E,Materials,8125,1/15/79,,BOTTLES AND JARS,Bottles and Jars,Shipping Jugs and Carboys; Ampoules.,,
Product,Sustainment S&E,Materials,8130,11/15/78,,REELS AND SPOOLS,Reels and Spools,,,
Product,Sustainment S&E,Materials,8135,10/1/11,,PACKAGING AND PACKING BULK MATERIALS,Packaging and Packing Bulk Materials,"Wrapping Paper; Moisture Vapor Barrier Paper; Excelsior;  Wadding for Packing; Corrugated Paper; Baling Bands, Baling Ties; Shipping Tags; Gummed Paper Tape; Separators; Box Liners; Packaging Staples; Baling Wire; Preformed Cushioning Inserts;",Adhesives; Aluminum Foil other than for food handling and  processing.,
Product,Sustainment S&E,Materials,8140,10/1/11,,"AMMUNITION AND NUCLEAR ORDNANCE BOXES, PACKAGES AND SPECIAL CONTAINERS","Ammunition and Nuclear Ordnance Boxes, Packages and Special Containers","All shipping and storage containers specially designed for guided  missiles, major missile sections, missile warheads, and other guided  missile components.","General Purpose Containers, Shipping and storage  reusable/repairable containers specially designed for components of  aircraft, space vehicles, automotive vehicles, ships, and ground communication equipment.","This class includes only containers and fittings which are  specifically designed for the storage, handling, and shipping of ammunition,  explosives, and military chemical agents."
Product,Sustainment S&E,Materials,8145,10/1/11,,SPECIALIZED SHIPPING AND STORAGE CONTAINERS,Specialized Shipping and Storage Containers,Specially designed components (not elsewhere classifiable)  peculiar to special shipping and storage containers as delimited under this class.,"General purpose containers; specially designed containers  for ammunition, nuclear ordnance, explosives, military chemical agents  and guided missile components.  Excluded from this class are items for  which more specific classifications are suitable.  The FSC indexes and structure will govern the classification of those items permitted  classification in a single class only.","This class includes only reusable and repairable containers  specially designed for shipping and storage of specialized equipment;  i.e., shipping and storage containers for components of aircraft, space  vehicles, automotive vehicles, ships, ground communication equipment,  etc."
Product,Sustainment S&E,Materials,8150,10/1/11,,FREIGHT CONTAINERS,,"GENERAL PURPOSE, DRY BULK, AMMUNITION GRADE, NAMED CARGO, THERMAL, OPEN-TOP, PLATFORM, TANK AND AIR/SURFACE CONTAINERS.","SHIPPING AND STORAGE REUSABLE/REPAIRABLE CONTAINERS SPECIALLY DESIGNED FOR COMPONENTS OF AIRCRAFT, SPACE VEHICLES, AUTOMOTIVE VEHICLES, SHIPS, AND GROUND COMMUNICATION EQUIPMENT. ALSO EXCLUDES SPECIAL BOXES, PACKAGES AND CONTAINERS DESIGNED PRIMARILY FOR SHIPPING, STORAGE AND HANDLING OF AMMUNITION, NUCLEAR ORDNANCE, EXPLOSIVES, GUIDED MISSILES, AND MILITARY CHEMICAL AGENTS.",THIS CLASS INCLUDES ONLY INTERNATIONAL ORGANIZATION FOR STANDARDIZATION (ISO) CONFIGURED CONTAINERS DESIGNED TO FACILITATE THE REPEATED CARRIAGE OF GOODS BY MULTIPLE MODES OF TRANSPORTATION WITHOUT INTERMEDIATE RELOADING.
Product,Sustainment S&E,Materials,9310,10/15/78,,PAPER AND PAPERBOARD,Paper and Paperboard,Book Paper Stock; Newsprint; Paperboard; Bulk  Paper Materials.,Corrugated Paper; Wrapping Paper; Building Board; Insulating Board; Stationery; Construction Paper; Paper Towels; Facial  Tissues; Blank Books; Containers; Shipping and Identification Tags.,
Product,Sustainment S&E,Materials,9320,10/15/78,,RUBBER FABRICATED MATERIALS,Rubber Fabricated Materials,"Natural and Synthetic Rubber Fabricated Materials, such  as Rubber Sheets, Structural Rubber Shapes, Strips.",,
Product,Sustainment S&E,Materials,9330,10/15/78,,PLASTICS FABRICATED MATERIALS,Plastics Fabricated Materials,"Cellulose Acetate and other plastics; Bars, Rods,  Sheets, and Strips.","Cable, Fiber Optic.",
Product,Sustainment S&E,Materials,9340,10/15/78,,GLASS FABRICATED MATERIALS,Glass Fabricated Materials,"Glass Rods, Bars, and Tubing; Optical Glass Blanks; Structural and Building Glass; Glass Blocks.","Insulators (FSC 5970); Ophthalmic Glass Blanks (FSC 6540); and Cable, Fiber Optics (FSCs 6015 and 6615).",
Product,Sustainment S&E,Materials,9350,10/1/11,,REFRACTORIES AND FIRE SURFACING MATERIALS,Refractories and Fire Surfacing Materials,,,
Product,Sustainment S&E,Materials,9390,10/1/11,,MISCELLANEOUS FABRICATED NONMETALLIC MATERIALS,Miscellaneous Fabricated Nonmetallic Materials,Cork Fabricated Basic Materials; Asbestos Fabricated  Materials; Manufactured Mica; Minerals for scientific and  technical use (cut but not mounted); Pottery Supplies; Catgut and  Wormgut; Vegetable Brush Fibers; Bagasse.,,
